,RNA-seq 8h,RNA-seq 24h,Proteomics 8h,Proteomics 24h
PTRH2,,,,
PTRHD1,,,,
PTS,,,,
PTTG1IP,,,,
PUF60,,,,
PUM1,,,,
PUM2,,,,
PURA,,,,
PURB,,,,
PUS1,,,,
PUS3,,,,
PUS7,,,,
PUS7L,,,,
PUSL1,,,,
PVR,,,,
PWP1,,,,
PWP2,,,,
PWWP2A,,,,
PXDN,,,,
PXMP2,,,,
PXMP4,,,,
PXN,,,,
PYCR1,,,,
PYCR2,,,,
PYGB,,,,
PYGO2,,,,
PYROXD1,,,,
QARS,,,,
QDPR,,,,
QPCT,,,,
QPCTL,,,,
QPRT,,,,
QRICH1,,,,
QRSL1,,,,
QSER1,,,,
QSOX1,,,,
QSOX2,,,,
QTRT1,,,,
R3HCC1,,,,
R3HDM1,,,,
R3HDM2,,,,
R3HDM4,,,,
RAB10,,,,
RAB11A,,,,
RAB11B,,,,
RAB11FIP1,,,,
RAB11FIP2,,,,
RAB11FIP3,,,,
RAB11FIP4,,,,
RAB11FIP5,,,,
RAB12,,,,
RAB13,,,,
RAB14,,,,
RAB15,,,,
RAB17,,,,
RAB18,,,,
RAB1A,,,,
RAB1B,,,,
RAB21,,,,
RAB22A,,,,
RAB23,,,,
RAB25,,,,
RAB26,,,,
RAB27A,,,,
RAB27B,,,,
RAB28,,,,
RAB2A,,,,
RAB30,,,,
RAB32,,,,
RAB33A,,,,
RAB33B,,,,
RAB35,,,,
RAB36,,,,
RAB37,,,,
RAB39B,,,,
RAB3A,,,,
RAB3B,,,,
RAB3C,,,,
RAB3D,,,,
RAB3GAP1,,,,
RAB3GAP2,,,,
RAB3IP,,,,
RAB40C,,,,
RAB43,,,,
RAB4A,,,,
RAB4B,,,,
RAB5A,,,,
RAB5B,,,,
RAB5C,,,,
RAB6A,,,,
RAB6B,,,,
RAB7A,,,,
RAB8A,,,,
RAB9A,,,,
RAB9B,,,,
RABAC1,,,,
RABEP1,,,,
RABEP2,,,,
RABEPK,,,,
RABGAP1,,,,
RABGEF1,,,,
RABGGTA,,,,
RABGGTB,,,,
RABIF,,,,
RABL2A,,,,
RABL3,,,,
RABL6,,,,
RAC1,,,,
RAC3,,,,
RACGAP1,,,,
RAD1,,,,
RAD17,,,,
RAD18,,,,
RAD21,,,,
RAD23A,,,,
RAD23B,,,,
RAD51AP1,,,,
RAD51B,,,,
RAD51C,,,,
RAD51D,,,,
RAD54B,,,,
RAD54L2,,,,
RAF1,,,,
RAI1,,,,
RAI14,,,,
RAI2,,,,
RALA,,,,
RALB,,,,
RALBP1,,,,
RALGAPA1,,,,
RALGAPA2,,,,
RALGAPB,,,,
RALGDS,,,,
RALGPS1,,,,
RALGPS2,,,,
RALY,,,,
RAN,,,,
RANBP1,,,,
RANBP10,,,,
RANBP2,,,,
RANBP3,,,,
RANBP6,,,,
RANBP9,,,,
RANGRF,,,,
RAP1A,,,,
RAP1B,,,,
RAP1GAP,,,,
RAP1GDS1,,,,
RAP2A,,,,
RAP2B,,,,
RAP2C,,,,
RAPGEF1,,,,
RAPGEF4,,,,
RAPGEF6,,,,
RAPH1,,,,
RARRES1,,,,
RARS,,,,
RARS2,,,,
RASA1,,,,
RASA2,,,,
RASA4,,,,
RASAL2,,,,
RASSF1,,,,
RASSF4,,,,
RASSF7,,,,
RASSF8,,,,
RAVER1,,,,
RAVER2,,,,
RB1,,,,
RB1CC1,,,,
RBBP4,,,,
RBBP5,,,,
RBBP7,,,,
RBBP9,,,,
RBFA,,,,
RBFOX2,,,,
RBL1,,,,
RBL2,,,,
RBM10,,,,
RBM12,,,,
RBM12B,,,,
RBM14,,,,
RBM15B,,,,
RBM17,,,,
RBM19,,,,
RBM22,,,,
RBM23,,,,
RBM25,,,,
RBM26,,,,
RBM27,,,,
RBM28,,,,
RBM3,,,,
RBM33,,,,
RBM34,,,,
RBM38,,,,
RBM39,,,,
RBM4,,,,
RBM41,,,,
RBM42,,,,
RBM45,,,,
RBM47,,,,
RBM4B,,,,
RBM5,,,,
RBM6,,,,
RBM8A,,,,
RBMS1,,,,
RBMX,,,,
RBMX2,,,,
RBMXL1,,,,
RBP1,,,,
RBP4,,,,
RBPJ,,,,
RC3H1,,,,
RC3H2,,,,
RCAN1,,,,
RCAN3,,,,
RCBTB1,,,,
RCBTB2,,,,
RCC1,,,,
RCC2,,,,
RCCD1,,,,
RCE1,,,,
RCHY1,,,,
RCL1,,,,
RCN2,,,,
RCOR1,,,,
RCOR2,,,,
RDH10,,,,
RDH11,,,,
RDH14,,,,
RDX,,,,
REC8,,,,
RECQL,,,,
RECQL4,,,,
RECQL5,,,,
REEP1,,,,
REEP2,,,,
REEP3,,,,
REEP4,,,,
REEP5,,,,
REEP6,,,,
REL,,,,
RELA,,,,
RELT,,,,
REM2,,,,
REPIN1,,,,
REPS1,,,,
REPS2,,,,
RER1,,,,
RETSAT,,,,
REV1,,,,
REV3L,,,,
REXO1,,,,
REXO2,,,,
REXO4,,,,
RFC1,,,,
RFC2,,,,
RFC3,,,,
RFC4,,,,
RFC5,,,,
RFESD,,,,
RFFL,,,,
RFK,,,,
RFNG,,,,
RFT1,,,,
RFWD2,,,,
RFX1,,,,
RFX2,,,,
RFX3,,,,
RFX6,,,,
RFX7,,,,
RFXANK,,,,
RFXAP,,,,
RGL1,,,,
RGL2,,,,
RGL3,,,,
RGN,,,,
RGP1,,,,
RGPD1,,,,
RGPD2,,,,
RGPD3,,,,
RGPD8,,,,
RGS10,,,,
RGS12,,,,
RGS14,,,,
RGS17,,,,
RGS3,,,,
RGS6,,,,
RGS7,,,,
RHBDD2,,,,
RHEB,,,,
RHOA,,,,
RHOB,,,,
RHOBTB3,,,,
RHOT1,,,,
RHOT2,,,,
RHPN2,,,,
RIC8A,,,,
RICTOR,,,,
RIF1,,,,
RIMBP2,,,,
RING1,,,,
RINT1,,,,
RIOK1,,,,
RIOK2,,,,
RIOK3,,,,
RIT1,,,,
RLF,,,,
RLIM,,,,
RMDN1,,,,
RMDN3,,,,
RMI1,,,,
RMND1,,,,
RMND5A,,,,
RMND5B,,,,
RNASE4,,,,
RNASEH1,,,,
RNASEH2A,,,,
RNASEH2B,,,,
RNASEH2C,,,,
RNASEK,,,,
RNF11,,,,
RNF113A,,,,
RNF121,,,,
RNF123,,,,
RNF126,,,,
RNF128,,,,
RNF13,,,,
RNF130,,,,
RNF138,,,,
RNF139,,,,
RNF14,,,,
RNF141,,,,
RNF144A,,,,
RNF145,,,,
RNF146,,,,
RNF149,,,,
RNF166,,,,
RNF167,,,,
RNF168,,,,
RNF169,,,,
RNF170,,,,
RNF182,,,,
RNF185,,,,
RNF187,,,,
RNF2,,,,
RNF20,,,,
RNF214,,,,
RNF216,,,,
RNF219,,,,
RNF220,,,,
RNF25,,,,
RNF26,,,,
RNF34,,,,
RNF4,,,,
RNF40,,,,
RNF41,,,,
RNF5,,,,
RNF8,,,,
RNFT2,,,,
RNGTT,,,,
RNH1,,,,
RNLS,,,,
RNMT,,,,
RNPC3,,,,
RNPEP,,,,
RNPS1,,,,
ROBO1,,,,
ROBO2,,,,
ROCK1,,,,
ROCK2,,,,
ROGDI,,,,
ROMO1,,,,
ROR1,,,,
ROR2,,,,
RP2,,,,
RP9,,,,
RPA1,,,,
RPA2,,,,
RPA3,,,,
RPAIN,,,,
RPAP1,,,,
RPAP2,,,,
RPAP3,,,,
RPE,,,,
RPF1,,,,
RPF2,,,,
RPGRIP1L,,,,
RPH3AL,,,,
RPIA,,,,
RPL10,,,,
RPL10A,,,,
RPL12,,,,
RPL13,,,,
RPL13A,,,,
RPL14,,,,
RPL15,,,,
RPL17,,,,
RPL18,,,,
RPL18A,,,,
RPL19,,,,
RPL21,,,,
RPL22,,,,
RPL23,,,,
RPL23A,,,,
RPL24,,,,
RPL26,,,,
RPL26L1,,,,
RPL27,,,,
RPL27A,,,,
RPL29,,,,
RPL3,,,,
RPL30,,,,
RPL32,,,,
RPL34,,,,
RPL35,,,,
RPL35A,,,,
RPL36,,,,
RPL36A,,,,
RPL36AL,,,,
RPL37,,,,
RPL37A,,,,
RPL38,,,,
RPL39,,,,
RPL4,,,,
RPL5,,,,
RPL6,,,,
RPL7,,,,
RPL7A,,,,
RPL7L1,,,,
RPL8,,,,
RPL9,,,,
RPLP0,,,,
RPLP1,,,,
RPLP2,,,,
RPN1,,,,
RPN2,,,,
RPP14,,,,
RPP25,,,,
RPP25L,,,,
RPP30,,,,
RPP38,,,,
RPRD1A,,,,
RPRD1B,,,,
RPRD2,,,,
RPS10,,,,
RPS11,,,,
RPS12,,,,
RPS13,,,,
RPS14,,,,
RPS15,,,,
RPS15A,,,,
RPS16,,,,
RPS17,,,,
RPS18,,,,
RPS19,,,,
RPS19BP1,,,,
RPS2,,,,
RPS20,,,,
RPS21,,,,
RPS23,,,,
RPS24,,,,
RPS25,,,,
RPS26,,,,
RPS27,,,,
RPS27A,,,,
RPS27L,,,,
RPS28,,,,
RPS29,,,,
RPS3,,,,
RPS3A,,,,
RPS4X,,,,
RPS4Y1,,,,
RPS5,,,,
RPS6,,,,
RPS6KA1,,,,
RPS6KA2,,,,
RPS6KA3,,,,
RPS6KA4,,,,
RPS6KA6,,,,
RPS6KB2,,,,
RPS7,,,,
RPS8,,,,
RPS9,,,,
RPSA,,,,
RPTOR,,,,
RPUSD1,,,,
RPUSD2,,,,
RPUSD3,,,,
RRAGA,,,,
RRAGB,,,,
RRAGD,,,,
RRAS2,,,,
RRBP1,,,,
RREB1,,,,
RRM1,,,,
RRM2,,,,
RRM2B,,,,
RRN3,,,,
RRNAD1,,,,
RRP1,,,,
RRP12,,,,
RRP15,,,,
RRP1B,,,,
RRP36,,,,
RRP7A,,,,
RRP8,,,,
RRP9,,,,
RRS1,,,,
RSAD1,,,,
RSBN1,,,,
RSBN1L,,,,
RSF1,,,,
RSG1,,,,
RSL1D1,,,,
RSL24D1,,,,
RSPRY1,,,,
RSRC1,,,,
RSRC2,,,,
RSU1,,,,
RTBDN,,,,
RTCA,,,,
RTCB,,,,
RTEL1,,,,
RTF1,,,,
RTFDC1,,,,
RTKN2,,,,
RTN1,,,,
RTN2,,,,
RTN3,,,,
RTN4IP1,,,,
RTTN,,,,
RUFY1,,,,
RUFY2,,,,
RUFY3,,,,
RUNDC1,,,,
RUNDC3A,,,,
RUNDC3B,,,,
RUNX1T1,,,,
RUVBL1,,,,
RUVBL2,,,,
RWDD1,,,,
RWDD2A,,,,
RWDD3,,,,
RWDD4,,,,
RXFP3,,,,
RXRA,,,,
RXRB,,,,
RXRG,,,,
RYBP,,,,
RYR2,,,,
S100A11,,,,
S100A4,,,,
S100PBP,,,,
SAAL1,,,,
SAC3D1,,,,
SACM1L,,,,
SACS,,,,
SAE1,,,,
SAFB,,,,
SAFB2,,,,
SAMD1,,,,
SAMD4B,,,,
SAMD5,,,,
SAMD8,,,,
SAMM50,,,,
SAP130,,,,
SAP18,,,,
SAP30,,,,
SAP30BP,,,,
SAP30L,,,,
SAPCD2,,,,
SAR1A,,,,
SAR1B,,,,
SARM1,,,,
SARNP,,,,
SARS,,,,
SART1,,,,
SART3,,,,
SASH1,,,,
SASS6,,,,
SAT2,,,,
SAV1,,,,
SAYSD1,,,,
SBDS,,,,
SBF1,,,,
SBF2,,,,
SBNO1,,,,
SC5D,,,,
SCAF1,,,,
SCAF11,,,,
SCAF4,,,,
SCAF8,,,,
SCAI,,,,
SCAMP2,,,,
SCAMP3,,,,
SCAMP4,,,,
SCAMP5,,,,
SCAND1,,,,
SCAP,,,,
SCAPER,,,,
SCARB1,,,,
SCCPDH,,,,
SCD,,,,
SCD5,,,,
SCFD1,,,,
SCFD2,,,,
SCG2,,,,
SCG3,,,,
SCG5,,,,
SCGB2A1,,,,
SCGN,,,,
SCMH1,,,,
SCML2,,,,
SCN3A,,,,
SCN3B,,,,
SCNM1,,,,
SCO2,,,,
SCOC,,,,
SCP2,,,,
SCPEP1,,,,
SCRIB,,,,
SCRN1,,,,
SCRN2,,,,
SCRN3,,,,
SCT,,,,
SCYL1,,,,
SCYL2,,,,
SCYL3,,,,
SDAD1,,,,
SDC1,,,,
SDC2,,,,
SDC3,,,,
SDC4,,,,
SDCBP,,,,
SDCCAG3,,,,
SDCCAG8,,,,
SDE2,,,,
SDF2,,,,
SDF4,,,,
SDHA,,,,
SDHAF1,,,,
SDHAF2,,,,
SDHB,,,,
SDHC,,,,
SDHD,,,,
SDK1,,,,
SDK2,,,,
SDR39U1,,,,
SDR42E1,,,,
SDSL,,,,
SEC11A,,,,
SEC11C,,,,
SEC13,,,,
SEC14L1,,,,
SEC14L5,,,,
SEC16A,,,,
SEC22A,,,,
SEC23A,,,,
SEC23B,,,,
SEC24A,,,,
SEC24B,,,,
SEC24C,,,,
SEC24D,,,,
SEC61A1,,,,
SEC61A2,,,,
SEC62,,,,
SEC63,,,,
SECISBP2,,,,
SECISBP2L,,,,
SEH1L,,,,
SEL1L3,,,,
SEMA4C,,,,
SEMA4F,,,,
SEMA4G,,,,
SEMA6A,,,,
SENP2,,,,
SENP3,,,,
SENP5,,,,
SENP6,,,,
SENP7,,,,
SENP8,,,,
SEPHS1,,,,
SEPHS2,,,,
SEPSECS,,,,
SEPT10,,,,
SEPT11,,,,
SEPT2,,,,
SEPT3,,,,
SEPT5,,,,
SEPT7,,,,
SEPT8,,,,
SEPT9,,,,
SERAC1,,,,
SERBP1,,,,
SERF1B,,,,
SERF2,,,,
SERGEF,,,,
SERINC1,,,,
SERINC3,,,,
SERPINA1,,,,
SERPINA10,,,,
SERPINA6,,,,
SERPINB6,,,,
SERPINB8,,,,
SERPINE2,,,,
SERPINF2,,,,
SERPINI1,,,,
SESN1,,,,
SESN3,,,,
SESTD1,,,,
SET,,,,
SETD1A,,,,
SETD1B,,,,
SETD2,,,,
SETD3,,,,
SETD5,,,,
SETD6,,,,
SETDB1,,,,
SETDB2,,,,
SETMAR,,,,
SEZ6,,,,
SEZ6L,,,,
SEZ6L2,,,,
SF1,,,,
SF3A1,,,,
SF3A2,,,,
SF3A3,,,,
SF3B1,,,,
SF3B2,,,,
SF3B3,,,,
SF3B4,,,,
SF3B5,,,,
SFMBT1,,,,
SFPQ,,,,
SFRP1,,,,
SFSWAP,,,,
SFT2D2,,,,
SFT2D3,,,,
SFXN1,,,,
SFXN2,,,,
SFXN3,,,,
SFXN4,,,,
SFXN5,,,,
SGCB,,,,
SGCD,,,,
SGCE,,,,
SGK2,,,,
SGK3,,,,
SGMS1,,,,
SGPL1,,,,
SGPP1,,,,
SGSH,,,,
SGSM1,,,,
SGSM2,,,,
SGSM3,,,,
SGTA,,,,
SGTB,,,,
SH2B1,,,,
SH3BGRL2,,,,
SH3BGRL3,,,,
SH3BP1,,,,
SH3BP2,,,,
SH3BP5L,,,,
SH3GL1,,,,
SH3GL2,,,,
SH3GL3,,,,
SH3GLB1,,,,
SH3GLB2,,,,
SH3KBP1,,,,
SH3PXD2A,,,,
SH3PXD2B,,,,
SH3RF1,,,,
SH3TC1,,,,
SH3YL1,,,,
SHARPIN,,,,
SHB,,,,
SHC1,,,,
SHCBP1,,,,
SHKBP1,,,,
SHMT1,,,,
SHMT2,,,,
SHOC2,,,,
SHPK,,,,
SHPRH,,,,
SHQ1,,,,
SHROOM1,,,,
SHROOM2,,,,
SIAE,,,,
SIAH1,,,,
SIDT2,,,,
SIGIRR,,,,
SIGMAR1,,,,
SIK2,,,,
SIK3,,,,
SIKE1,,,,
SIL1,,,,
SIM1,,,,
SIMC1,,,,
SIN3A,,,,
SIN3B,,,,
SIPA1,,,,
SIPA1L1,,,,
SIPA1L2,,,,
SIPA1L3,,,,
SIRPA,,,,
SIRT1,,,,
SIRT2,,,,
SIRT3,,,,
SIRT5,,,,
SIRT6,,,,
SIRT7,,,,
SIVA1,,,,
SIX6,,,,
SKA1,,,,
SKA2,,,,
SKA3,,,,
SKI,,,,
SKIL,,,,
SKIV2L,,,,
SKIV2L2,,,,
SKP1,,,,
SKP2,,,,
SLAIN1,,,,
SLAIN2,,,,
SLBP,,,,
SLC11A2,,,,
SLC12A2,,,,
SLC12A4,,,,
SLC12A5,,,,
SLC12A6,,,,
SLC12A9,,,,
SLC15A1,,,,
SLC15A4,,,,
SLC16A1,,,,
SLC16A10,,,,
SLC16A11,,,,
SLC16A2,,,,
SLC16A3,,,,
SLC16A7,,,,
SLC16A9,,,,
SLC17A6,,,,
SLC18A2,,,,
SLC18A3,,,,
SLC19A1,,,,
SLC19A2,,,,
SLC1A1,,,,
SLC1A4,,,,
SLC1A5,,,,
SLC20A1,,,,
SLC20A2,,,,
SLC22A17,,,,
SLC23A1,,,,
SLC23A2,,,,
SLC25A1,,,,
SLC25A10,,,,
SLC25A11,,,,
SLC25A12,,,,
SLC25A13,,,,
SLC25A15,,,,
SLC25A16,,,,
SLC25A17,,,,
SLC25A19,,,,
SLC25A20,,,,
SLC25A22,,,,
SLC25A23,,,,
SLC25A24,,,,
SLC25A25,,,,
SLC25A29,,,,
SLC25A3,,,,
SLC25A32,,,,
SLC25A33,,,,
SLC25A35,,,,
SLC25A36,,,,
SLC25A4,,,,
SLC25A40,,,,
SLC25A42,,,,
SLC25A44,,,,
SLC25A46,,,,
SLC25A5,,,,
SLC25A51,,,,
SLC25A53,,,,
SLC25A6,,,,
SLC26A1,,,,
SLC26A11,,,,
SLC26A2,,,,
SLC26A6,,,,
SLC27A2,,,,
SLC27A3,,,,
SLC27A4,,,,
SLC27A5,,,,
SLC29A1,,,,
SLC29A2,,,,
SLC29A4,,,,
SLC2A1,,,,
SLC2A13,,,,
SLC2A2,,,,
SLC2A4RG,,,,
SLC2A6,,,,
SLC2A8,,,,
SLC30A4,,,,
SLC30A5,,,,
SLC30A6,,,,
SLC30A7,,,,
SLC30A8,,,,
SLC30A9,,,,
SLC31A1,,,,
SLC32A1,,,,
SLC33A1,,,,
SLC35A1,,,,
SLC35A2,,,,
SLC35A5,,,,
SLC35B2,,,,
SLC35C2,,,,
SLC35D2,,,,
SLC35E1,,,,
SLC35E2B,,,,
SLC35E3,,,,
SLC35F5,,,,
SLC35F6,,,,
SLC35G2,,,,
SLC36A1,,,,
SLC38A10,,,,
SLC38A2,,,,
SLC38A7,,,,
SLC38A9,,,,
SLC39A1,,,,
SLC39A10,,,,
SLC39A11,,,,
SLC39A14,,,,
SLC39A3,,,,
SLC39A6,,,,
SLC39A7,,,,
SLC39A9,,,,
SLC3A1,,,,
SLC3A2,,,,
SLC41A2,,,,
SLC41A3,,,,
SLC43A2,,,,
SLC43A3,,,,
SLC44A1,,,,
SLC44A2,,,,
SLC44A3,,,,
SLC46A1,,,,
SLC46A3,,,,
SLC4A10,,,,
SLC4A1AP,,,,
SLC4A2,,,,
SLC4A7,,,,
SLC4A8,,,,
SLC50A1,,,,
SLC52A2,,,,
SLC5A3,,,,
SLC5A6,,,,
SLC6A17,,,,
SLC6A19,,,,
SLC6A6,,,,
SLC6A8,,,,
SLC7A1,,,,
SLC7A14,,,,
SLC7A2,,,,
SLC7A4,,,,
SLC7A6,,,,
SLC7A6OS,,,,
SLC7A7,,,,
SLC7A8,,,,
SLC7A9,,,,
SLC9A1,,,,
SLC9A2,,,,
SLC9A3R1,,,,
SLC9A3R2,,,,
SLC9A6,,,,
SLC9A7,,,,
SLCO3A1,,,,
SLCO4A1,,,,
SLCO4C1,,,,
SLFN13,,,,
SLIRP,,,,
SLITRK6,,,,
SLK,,,,
SLMAP,,,,
SLTM,,,,
SLU7,,,,
SLX1A,,,,
SLX4,,,,
SLX4IP,,,,
SMAD2,,,,
SMAD3,,,,
SMAD4,,,,
SMAD5,,,,
SMAD9,,,,
SMAP1,,,,
SMAP2,,,,
SMARCA1,,,,
SMARCA2,,,,
SMARCA4,,,,
SMARCAD1,,,,
SMARCAL1,,,,
SMARCB1,,,,
SMARCC1,,,,
SMARCC2,,,,
SMARCD2,,,,
SMARCE1,,,,
SMC1A,,,,
SMC2,,,,
SMC3,,,,
SMC4,,,,
SMC5,,,,
SMC6,,,,
SMCR8,,,,
SMDT1,,,,
SMG1,,,,
SMG6,,,,
SMG8,,,,
SMG9,,,,
SMIM1,,,,
SMIM12,,,,
SMIM13,,,,
SMIM15,,,,
SMIM19,,,,
SMIM20,,,,
SMIM4,,,,
SMIM7,,,,
SMIM8,,,,
SMN2,,,,
SMNDC1,,,,
SMOC1,,,,
SMPD4,,,,
SMPDL3A,,,,
SMPDL3B,,,,
SMS,,,,
SMTN,,,,
SMU1,,,,
SMUG1,,,,
SMURF1,,,,
SMURF2,,,,
SMYD2,,,,
SMYD3,,,,
SMYD4,,,,
SMYD5,,,,
SNAP23,,,,
SNAP25,,,,
SNAP29,,,,
SNAP47,,,,
SNAP91,,,,
SNAPC2,,,,
SNAPC3,,,,
SNAPC4,,,,
SNAPIN,,,,
SNCA,,,,
SNCB,,,,
SND1,,,,
SNED1,,,,
SNF8,,,,
SNIP1,,,,
SNN,,,,
SNPH,,,,
SNRK,,,,
SNRNP200,,,,
SNRNP27,,,,
SNRNP35,,,,
SNRNP40,,,,
SNRNP48,,,,
SNRNP70,,,,
SNRPA,,,,
SNRPA1,,,,
SNRPB,,,,
SNRPB2,,,,
SNRPC,,,,
SNRPD1,,,,
SNRPD2,,,,
SNRPD3,,,,
SNRPE,,,,
SNRPF,,,,
SNRPG,,,,
SNRPN,,,,
SNTA1,,,,
SNTB2,,,,
SNUPN,,,,
SNW1,,,,
SNX1,,,,
SNX12,,,,
SNX13,,,,
SNX14,,,,
SNX15,,,,
SNX16,,,,
SNX17,,,,
SNX18,,,,
SNX19,,,,
SNX24,,,,
SNX27,,,,
SNX29,,,,
SNX3,,,,
SNX30,,,,
SNX4,,,,
SNX5,,,,
SNX8,,,,
SNX9,,,,
SOAT1,,,,
SOAT2,,,,
SOBP,,,,
SOCS6,,,,
SOD1,,,,
SOD2,,,,
SOGA1,,,,
SOGA3,,,,
SON,,,,
SORBS1,,,,
SORBS2,,,,
SORBS3,,,,
SORD,,,,
SORL1,,,,
SORT1,,,,
SOS1,,,,
SOS2,,,,
SOWAHA,,,,
SOWAHB,,,,
SOWAHC,,,,
SOX11,,,,
SOX12,,,,
SOX13,,,,
SOX5,,,,
SOX6,,,,
SP1,,,,
SP3,,,,
SP4,,,,
SPAG1,,,,
SPAG5,,,,
SPAG7,,,,
SPAG9,,,,
SPAST,,,,
SPATA20,,,,
SPATA2L,,,,
SPATA33,,,,
SPATA5,,,,
SPATA5L1,,,,
SPATS2,,,,
SPC24,,,,
SPC25,,,,
SPCS1,,,,
SPCS2,,,,
SPCS3,,,,
SPDL1,,,,
SPECC1,,,,
SPECC1L,,,,
SPEG,,,,
SPEN,,,,
SPG21,,,,
SPG7,,,,
SPHK2,,,,
SPICE1,,,,
SPIDR,,,,
SPIN1,,,,
SPIN2A,,,,
SPIN3,,,,
SPIN4,,,,
SPINK2,,,,
SPINT1,,,,
SPIRE1,,,,
SPIRE2,,,,
SPNS1,,,,
SPOCK3,,,,
SPOPL,,,,
SPPL2A,,,,
SPPL3,,,,
SPR,,,,
SPRED2,,,,
SPRYD3,,,,
SPRYD4,,,,
SPRYD7,,,,
SPSB3,,,,
SPTAN1,,,,
SPTB,,,,
SPTBN1,,,,
SPTBN2,,,,
SPTBN4,,,,
SPTLC1,,,,
SPTLC2,,,,
SPTY2D1,,,,
SQLE,,,,
SQSTM1,,,,
SRA1,,,,
SRBD1,,,,
SRC,,,,
SRCAP,,,,
SRCIN1,,,,
SRD5A3,,,,
SREBF1,,,,
SREBF2,,,,
SREK1,,,,
SREK1IP1,,,,
SRFBP1,,,,
SRGAP2,,,,
SRI,,,,
SRM,,,,
SRP14,,,,
SRP19,,,,
SRP54,,,,
SRP68,,,,
SRP72,,,,
SRP9,,,,
SRPK1,,,,
SRPK2,,,,
SRPRB,,,,
SRR,,,,
SRRD,,,,
SRRM1,,,,
SRRM2,,,,
SRRM3,,,,
SRRT,,,,
SRSF1,,,,
SRSF10,,,,
SRSF11,,,,
SRSF12,,,,
SRSF2,,,,
SRSF3,,,,
SRSF4,,,,
SRSF5,,,,
SRSF6,,,,
SRSF7,,,,
SRSF9,,,,
SRXN1,,,,
SS18,,,,
SS18L1,,,,
SSB,,,,
SSBP1,,,,
SSBP2,,,,
SSBP3,,,,
SSBP4,,,,
SSFA2,,,,
SSH1,,,,
SSH2,,,,
SSH3,,,,
SSNA1,,,,
SSR2,,,,
SSR3,,,,
SSR4,,,,
SSRP1,,,,
SSSCA1,,,,
SST,,,,
SSTR2,,,,
SSTR3,,,,
SSU72,,,,
SSX1,,,,
SSX2IP,,,,
ST13,,,,
ST18,,,,
ST3GAL1,,,,
ST3GAL4,,,,
ST3GAL5,,,,
ST3GAL6,,,,
ST6GAL1,,,,
ST6GALNAC4,,,,
ST6GALNAC5,,,,
ST7,,,,
ST7L,,,,
ST8SIA3,,,,
ST8SIA4,,,,
STAG1,,,,
STAG2,,,,
STAG3,,,,
STAM,,,,
STAM2,,,,
STAMBP,,,,
STAMBPL1,,,,
STARD10,,,,
STARD3,,,,
STARD3NL,,,,
STARD7,,,,
STARD9,,,,
STAT5A,,,,
STAT5B,,,,
STAU1,,,,
STAU2,,,,
STC1,,,,
STC2,,,,
STIL,,,,
STIM1,,,,
STIM2,,,,
STIP1,,,,
STK10,,,,
STK11,,,,
STK11IP,,,,
STK16,,,,
STK19,,,,
STK25,,,,
STK32C,,,,
STK33,,,,
STK35,,,,
STK38,,,,
STK38L,,,,
STK39,,,,
STK4,,,,
STMN1,,,,
STMN2,,,,
STMN3,,,,
STOM,,,,
STOML2,,,,
STON2,,,,
STRA6,,,,
STRADA,,,,
STRAP,,,,
STRBP,,,,
STRIP1,,,,
STRIP2,,,,
STRN,,,,
STRN3,,,,
STRN4,,,,
STS,,,,
STT3A,,,,
STT3B,,,,
STUB1,,,,
STX10,,,,
STX12,,,,
STX16,,,,
STX18,,,,
STX1A,,,,
STX2,,,,
STX3,,,,
STX4,,,,
STX5,,,,
STX6,,,,
STX7,,,,
STX8,,,,
STXBP1,,,,
STXBP2,,,,
STXBP3,,,,
STXBP4,,,,
STXBP5,,,,
STXBP5L,,,,
STXBP6,,,,
STYX,,,,
SUB1,,,,
SUCLA2,,,,
SUCLG1,,,,
SUCLG2,,,,
SUCO,,,,
SUDS3,,,,
SUGP1,,,,
SUGP2,,,,
SUGT1,,,,
SULF2,,,,
SUMF1,,,,
SUMF2,,,,
SUMO1,,,,
SUMO2,,,,
SUN1,,,,
SUN2,,,,
SUPT16H,,,,
SUPT20H,,,,
SUPT3H,,,,
SUPT4H1,,,,
SUPT5H,,,,
SUPT6H,,,,
SUPT7L,,,,
SUPV3L1,,,,
SURF1,,,,
SURF4,,,,
SUSD1,,,,
SUV39H1,,,,
SUV39H2,,,,
SUZ12,,,,
SV2A,,,,
SVIL,,,,
SVIP,,,,
SVOP,,,,
SWAP70,,,,
SWI5,,,,
SWSAP1,,,,
SYAP1,,,,
SYF2,,,,
SYK,,,,
SYMPK,,,,
SYN1,,,,
SYNCRIP,,,,
SYNE1,,,,
SYNE2,,,,
SYNGR2,,,,
SYNM,,,,
SYNRG,,,,
SYP,,,,
SYPL1,,,,
SYS1,,,,
SYT11,,,,
SYT13,,,,
SYT17,,,,
SYT4,,,,
SYT5,,,,
SYT7,,,,
SYTL1,,,,
SYVN1,,,,
SZRD1,,,,
SZT2,,,,
TAB1,,,,
TAB2,,,,
TAB3,,,,
TACC2,,,,
TACC3,,,,
TACO1,,,,
TADA1,,,,
TADA2A,,,,
TADA2B,,,,
TADA3,,,,
TAF1,,,,
TAF10,,,,
TAF11,,,,
TAF12,,,,
TAF13,,,,
TAF15,,,,
TAF1C,,,,
TAF2,,,,
TAF3,,,,
TAF4,,,,
TAF5,,,,
TAF5L,,,,
